"PV_code","Provincie","Code","Jaar","ID","Geslacht","Burgelijke_Staat","Perioden","Bevolking","Gem_Bevolking"
"PV29  ","Zeeland (PV)","16900","69 jaar","11931959","T001038","1020","2023JJ00","3628","  3598.5"
"PV29  ","Zeeland (PV)","18300","83 jaar","14338575","T001038","1050","2023JJ00","906","   846.0"
"PV29  ","Zeeland (PV)","16400","64 jaar","47726135","4000","1050","2023JJ00","204","   197.5"
"PV29  ","Zeeland (PV)","13600","36 jaar","6339119","T001038","1020","2023JJ00","2331","  2361.0"
"PV29  ","Zeeland (PV)","14800","48 jaar","8406775","T001038","1050","2023JJ00","32","    40.5"
"PV29  ","Zeeland (PV)","11300","13 jaar","39048759","4000","1020","2023JJ00","",""
"PV29  ","Zeeland (PV)","12300","23 jaar","22473615","3000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","19000","90 jaar","33794879","3000","1020","2023JJ00","162","   202.0"
"PV29  ","Zeeland (PV)","14300","43 jaar","44167055","4000","1050","2023JJ00","11","    13.5"
"PV29  ","Zeeland (PV)","22000","95 jaar of ouder","52980015","4000","1050","2023JJ00","636","   741.5"
"PV29  ","Zeeland (PV)","16600","66 jaar","29727359","3000","1020","2023JJ00","1829","  1838.5"
"PV29  ","Zeeland (PV)","11700","17 jaar","21456735","3000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","11900","19 jaar","3525751","T001038","1080","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","11200","12 jaar","20507647","3000","T001019","2023JJ00","2160","  2149.0"
"PV29  ","Zeeland (PV)","13700","37 jaar","43150175","4000","1050","2023JJ00","5","     4.0"
"PV29  ","Zeeland (PV)","13100","31 jaar","23829455","3000","1050","2023JJ00","1","     0.0"
"PV29  ","Zeeland (PV)","13500","35 jaar","42709527","4000","T001019","2023JJ00","2156","  2072.0"
"PV29  ","Zeeland (PV)","18500","85 jaar","14575847","T001038","T001019","2023JJ00","1893","  2085.5"
"PV29  ","Zeeland (PV)","13100","31 jaar","42099399","4000","1020","2023JJ00","1016","  1010.5"
"PV29  ","Zeeland (PV)","17400","74 jaar","31083199","3000","1020","2023JJ00","1799","  1756.0"
"PV29  ","Zeeland (PV)","14800","48 jaar","8305087","T001038","T001019","2023JJ00","4663","  4455.0"
"PV29  ","Zeeland (PV)","18000","80 jaar","13830135","T001038","1050","2023JJ00","865","   931.0"
"PV29  ","Zeeland (PV)","17800","78 jaar","13491175","T001038","1050","2023JJ00","911","   809.0"
"PV29  ","Zeeland (PV)","11100","11 jaar","38642007","4000","T001019","2023JJ00","2012","  2024.0"
"PV29  ","Zeeland (PV)","10100","1 jaar","18745055","3000","1050","2023JJ00","",""
"PV29  ","Zeeland (PV)","18000","80 jaar","32133975","3000","1050","2023JJ00","208","   236.5"
"PV29  ","Zeeland (PV)","18500","85 jaar","14643639","T001038","1020","2023JJ00","832","   971.5"
"PV29  ","Zeeland (PV)","15100","51 jaar","8915215","T001038","1050","2023JJ00","66","    54.0"
"PV29  ","Zeeland (PV)","17200","72 jaar","12474295","T001038","1050","2023JJ00","579","   540.5"
"PV29  ","Zeeland (PV)","19500","95 jaar","53081703","4000","1010","2023JJ00","16","    12.0"
"PV29  ","Zeeland (PV)","18400","84 jaar","51014047","4000","T001019","2023JJ00","1216","  1329.0"
"PV29  ","Zeeland (PV)","11700","17 jaar","39692783","4000","1010","2023JJ00","2017","  1958.5"
"PV29  ","Zeeland (PV)","18200","82 jaar","50675087","4000","T001019","2023JJ00","1395","  1389.0"
"PV29  ","Zeeland (PV)","13600","36 jaar","24609063","3000","1010","2023JJ00","1047","  1052.5"
"PV29  ","Zeeland (PV)","15200","52 jaar","27286847","3000","T001019","2023JJ00","2907","  2938.0"
"PV29  ","Zeeland (PV)","19200","92 jaar","15863895","T001038","1050","2023JJ00","464","   527.0"
"PV29  ","Zeeland (PV)","14600","46 jaar","26269967","3000","T001019","2023JJ00","2246","  2071.5"
"PV29  ","Zeeland (PV)","10900","9 jaar","38336943","4000","1010","2023JJ00","1895","  2014.0"
"PV29  ","Zeeland (PV)","18800","88 jaar","51725863","4000","1010","2023JJ00","30","    42.0"
"PV29  ","Zeeland (PV)","14600","46 jaar","26337759","3000","1020","2023JJ00","1237","  1155.0"
"PV29  ","Zeeland (PV)","16000","60 jaar","10372743","T001038","1010","2023JJ00","760","   838.5"
"PV29  ","Zeeland (PV)","19400","94 jaar","34472799","3000","1020","2023JJ00","42","    39.5"
"PV29  ","Zeeland (PV)","12000","20 jaar","3593543","T001038","1010","2023JJ00","4290","  4300.5"
"PV29  ","Zeeland (PV)","17400","74 jaar","31150991","3000","1080","2023JJ00","236","   261.5"
"PV29  ","Zeeland (PV)","18100","81 jaar","32337351","3000","1080","2023JJ00","99","    96.0"
"PV29  ","Zeeland (PV)","16400","64 jaar","29456191","3000","1080","2023JJ00","354","   422.0"
"PV29  ","Zeeland (PV)","16800","68 jaar","30134111","3000","1080","2023JJ00","335","   354.0"
"PV29  ","Zeeland (PV)","12300","23 jaar","40777455","4000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","10700","7 jaar","38031879","4000","1020","2023JJ00","",""
"PV29  ","Zeeland (PV)","12500","25 jaar","41116415","4000","1050","2023JJ00","3","     0.5"
"PV29  ","Zeeland (PV)","18800","88 jaar","51759759","4000","1020","2023JJ00","155","   193.0"
"PV29  ","Zeeland (PV)","16200","62 jaar","29117231","3000","1080","2023JJ00","417","   414.0"
"PV29  ","Zeeland (PV)","17000","70 jaar","48675223","4000","1010","2023JJ00","120","   141.5"
"PV29  ","Zeeland (PV)","18600","86 jaar","51420799","4000","1020","2023JJ00","259","   263.0"
"PV29  ","Zeeland (PV)","11700","17 jaar","39760575","4000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","13800","38 jaar","25015815","3000","1050","2023JJ00","2","     4.0"
"PV29  ","Zeeland (PV)","13200","32 jaar","5695095","T001038","1050","2023JJ00","2","     1.5"
"PV29  ","Zeeland (PV)","16400","64 jaar","47658343","4000","1010","2023JJ00","214","   267.0"
"PV29  ","Zeeland (PV)","14200","42 jaar","43895887","4000","T001019","2023JJ00","2246","  2134.5"
"PV29  ","Zeeland (PV)","17300","73 jaar","12677671","T001038","1080","2023JJ00","567","   609.5"
"PV29  ","Zeeland (PV)","11600","16 jaar","21253359","3000","1020","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","18300","83 jaar","32574623","3000","1010","2023JJ00","47","    49.5"
"PV29  ","Zeeland (PV)","17800","78 jaar","50064959","4000","1020","2023JJ00","1089","  1074.5"
"PV29  ","Zeeland (PV)","18600","86 jaar","14745327","T001038","T001019","2023JJ00","1682","  1805.5"
"PV29  ","Zeeland (PV)","19200","92 jaar","34066047","3000","T001019","2023JJ00","215","   241.5"
"PV29  ","Zeeland (PV)","18600","86 jaar","51454695","4000","1050","2023JJ00","601","   673.0"
"PV29  ","Zeeland (PV)","14400","44 jaar","26066591","3000","1080","2023JJ00","208","   198.0"
"PV29  ","Zeeland (PV)","16400","64 jaar","11016767","T001038","T001019","2023JJ00","5308","  5485.0"
"PV29  ","Zeeland (PV)","10300","3 jaar","18982327","3000","T001019","2023JJ00","1877","  1835.5"
"PV29  ","Zeeland (PV)","17300","73 jaar","30879823","3000","1010","2023JJ00","134","   158.0"
"PV29  ","Zeeland (PV)","19400","94 jaar","16135063","T001038","1010","2023JJ00","22","    26.0"
"PV29  ","Zeeland (PV)","10800","8 jaar","19897519","3000","1020","2023JJ00","",""
"PV29  ","Zeeland (PV)","11300","13 jaar","39116551","4000","1080","2023JJ00","",""
"PV29  ","Zeeland (PV)","19400","94 jaar","52844431","4000","1080","2023JJ00","9","    14.5"
"PV29  ","Zeeland (PV)","17600","76 jaar","31354367","3000","T001019","2023JJ00","2499","  2444.0"
"PV29  ","Zeeland (PV)","18500","85 jaar","51251319","4000","1020","2023JJ00","291","   355.5"
"PV29  ","Zeeland (PV)","12800","28 jaar","23354911","3000","1080","2023JJ00","23","    15.0"
"PV29  ","Zeeland (PV)","11400","14 jaar","2542767","T001038","T001019","2023JJ00","4315","  4159.5"
"PV29  ","Zeeland (PV)","13400","34 jaar","5932367","T001038","T001019","2023JJ00","4276","  4273.5"
"PV29  ","Zeeland (PV)","12000","20 jaar","40167327","4000","T001019","2023JJ00","2123","  2086.0"
"PV29  ","Zeeland (PV)","15100","51 jaar","8847423","T001038","1010","2023JJ00","1242","  1342.5"
"PV29  ","Zeeland (PV)","17700","77 jaar","49929375","4000","1050","2023JJ00","582","   754.5"
"PV29  ","Zeeland (PV)","17000","70 jaar","48641327","4000","T001019","2023JJ00","2453","  2580.0"
"PV29  ","Zeeland (PV)","19100","91 jaar","52302095","4000","1050","2023JJ00","453","   476.5"
"PV29  ","Zeeland (PV)","15800","58 jaar","28405415","3000","1050","2023JJ00","35","    41.0"
"PV29  ","Zeeland (PV)","15600","56 jaar","28066455","3000","1050","2023JJ00","38","    27.5"
"PV29  ","Zeeland (PV)","17300","73 jaar","49217559","4000","1020","2023JJ00","1514","  1522.5"
"PV29  ","Zeeland (PV)","14600","46 jaar","8067815","T001038","1050","2023JJ00","21","    16.0"
"PV29  ","Zeeland (PV)","17400","74 jaar","49454831","4000","1080","2023JJ00","291","   294.0"
"PV29  ","Zeeland (PV)","22000","95 jaar of ouder","34676175","3000","1050","2023JJ00","150","   179.0"
"PV29  ","Zeeland (PV)","11700","17 jaar","3152895","T001038","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","11200","12 jaar","20643231","3000","1080","2023JJ00","",""
"PV29  ","Zeeland (PV)","14300","43 jaar","44200951","4000","1080","2023JJ00","263","   262.5"
"PV29  ","Zeeland (PV)","14800","48 jaar","45014455","4000","1050","2023JJ00","22","    32.0"
"PV29  ","Zeeland (PV)","13900","39 jaar","43523031","4000","1080","2023JJ00","206","   195.5"
"PV29  ","Zeeland (PV)","16800","68 jaar","11694687","T001038","T001019","2023JJ00","5208","  5228.5"
"PV29  ","Zeeland (PV)","10700","7 jaar","37964087","4000","T001019","2023JJ00","1960","  1892.5"
"PV29  ","Zeeland (PV)","12700","27 jaar","4881591","T001038","1080","2023JJ00","57","    43.5"
"PV29  ","Zeeland (PV)","19902","101 jaar","17524799","T001038","1020","2023JJ00","0","     1.5"
"PV29  ","Zeeland (PV)","13400","34 jaar","6034055","T001038","1050","2023JJ00","5","     3.5"
"PV29  ","Zeeland (PV)","12400","24 jaar","40913039","4000","1020","2023JJ00","366","   285.0"
"PV29  ","Zeeland (PV)","14200","42 jaar","43997575","4000","1050","2023JJ00","11","     6.5"
"PV29  ","Zeeland (PV)","12100","21 jaar","3864711","T001038","1080","2023JJ00","0","     0.5"
"PV29  ","Zeeland (PV)","10010","0 jaar","36777727","4000","T001019","2023JJ00","1685","   818.0"
"PV29  ","Zeeland (PV)","22000","95 jaar of ouder","16304543","T001038","1010","2023JJ00","55","    67.0"
"PV29  ","Zeeland (PV)","16900","69 jaar","30303591","3000","1080","2023JJ00","334","   330.0"
"PV29  ","Zeeland (PV)","14500","45 jaar","44404327","4000","T001019","2023JJ00","2051","  2175.0"
"PV29  ","Zeeland (PV)","18800","88 jaar","51691967","4000","T001019","2023JJ00","833","   873.5"
"PV29  ","Zeeland (PV)","19901","100 jaar","53996895","4000","1050","2023JJ00","31","    46.5"
"PV29  ","Zeeland (PV)","16600","66 jaar","29659567","3000","T001019","2023JJ00","2556","  2566.5"
"PV29  ","Zeeland (PV)","12600","26 jaar","4678215","T001038","1050","2023JJ00","0","     3.0"
"PV29  ","Zeeland (PV)","16200","62 jaar","28981647","3000","T001019","2023JJ00","2764","  2713.5"
"PV29  ","Zeeland (PV)","19100","91 jaar","52200407","4000","T001019","2023JJ00","538","   601.0"
"PV29  ","Zeeland (PV)","19901","100 jaar","17287527","T001038","T001019","2023JJ00","47","    56.5"
"PV29  ","Zeeland (PV)","17900","79 jaar","13626759","T001038","1020","2023JJ00","2090","  2329.5"
"PV29  ","Zeeland (PV)","19100","91 jaar","15694415","T001038","1050","2023JJ00","566","   598.0"
"PV29  ","Zeeland (PV)","10200","2 jaar","18914535","3000","1050","2023JJ00","",""
"PV29  ","Zeeland (PV)","13000","30 jaar","23592183","3000","1010","2023JJ00","1458","  1423.0"
"PV29  ","Zeeland (PV)","14400","44 jaar","7694959","T001038","1020","2023JJ00","2520","  2445.5"
"PV29  ","Zeeland (PV)","11700","17 jaar","21422839","3000","1020","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","18200","82 jaar","14101303","T001038","1010","2023JJ00","104","   105.0"
"PV29  ","Zeeland (PV)","14000","40 jaar","7017039","T001038","1020","2023JJ00","2466","  2293.0"
"PV29  ","Zeeland (PV)","19902","101 jaar","17457007","T001038","T001019","2023JJ00","22","    37.0"
"PV29  ","Zeeland (PV)","17100","71 jaar","12270919","T001038","1020","2023JJ00","3320","  3433.0"
"PV29  ","Zeeland (PV)","12000","20 jaar","3661335","T001038","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","14500","45 jaar","26236071","3000","1080","2023JJ00","213","   214.0"
"PV29  ","Zeeland (PV)","12000","20 jaar","21897383","3000","1010","2023JJ00","2202","  2241.0"
"PV29  ","Zeeland (PV)","17300","73 jaar","12643775","T001038","1050","2023JJ00","690","   596.0"
"PV29  ","Zeeland (PV)","17200","72 jaar","30778135","3000","1050","2023JJ00","149","   143.5"
"PV29  ","Zeeland (PV)","18500","85 jaar","51183527","4000","T001019","2023JJ00","1095","  1183.5"
"PV29  ","Zeeland (PV)","16300","63 jaar","47522759","4000","1020","2023JJ00","1849","  1854.0"
"PV29  ","Zeeland (PV)","16100","61 jaar","47183799","4000","1020","2023JJ00","1897","  1903.5"
"PV29  ","Zeeland (PV)","19100","91 jaar","15592727","T001038","T001019","2023JJ00","807","   877.0"
"PV29  ","Zeeland (PV)","14000","40 jaar","7050935","T001038","1050","2023JJ00","16","    10.5"
"PV29  ","Zeeland (PV)","13900","39 jaar","43421343","4000","1010","2023JJ00","662","   683.0"
"PV29  ","Zeeland (PV)","17500","75 jaar","49590415","4000","1050","2023JJ00","696","   591.5"
"PV29  ","Zeeland (PV)","17500","75 jaar","31286575","3000","1050","2023JJ00","207","   192.0"
"PV29  ","Zeeland (PV)","16000","60 jaar","28710479","3000","1020","2023JJ00","1821","  1965.0"
"PV29  ","Zeeland (PV)","19600","96 jaar","16677399","T001038","1020","2023JJ00","17","    20.5"
"PV29  ","Zeeland (PV)","10400","4 jaar","19185703","3000","1010","2023JJ00","1886","  1888.0"
"PV29  ","Zeeland (PV)","10200","2 jaar","509007","T001038","T001019","2023JJ00","3593","  3762.5"
"PV29  ","Zeeland (PV)","18100","81 jaar","13897927","T001038","T001019","2023JJ00","2679","  2938.0"
"PV29  ","Zeeland (PV)","11400","14 jaar","2610559","T001038","1020","2023JJ00","",""
"PV29  ","Zeeland (PV)","10200","2 jaar","18846743","3000","1010","2023JJ00","1823","  1888.0"
"PV29  ","Zeeland (PV)","13000","30 jaar","5356135","T001038","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","19903","102 jaar","54268063","4000","1010","2023JJ00","0","     1.0"
"PV29  ","Zeeland (PV)","14600","46 jaar","26303863","3000","1010","2023JJ00","740","   695.5"
"PV29  ","Zeeland (PV)","16900","69 jaar","11999751","T001038","1080","2023JJ00","704","   708.5"
"PV29  ","Zeeland (PV)","16600","66 jaar","11355727","T001038","T001019","2023JJ00","5238","  5302.0"
"PV29  ","Zeeland (PV)","19904","103 jaar","54403647","4000","T001019","2023JJ00","5","    11.0"
"PV29  ","Zeeland (PV)","17100","71 jaar","12237023","T001038","1010","2023JJ00","296","   319.0"
"PV29  ","Zeeland (PV)","18100","81 jaar","13931823","T001038","1010","2023JJ00","109","    92.0"
"PV29  ","Zeeland (PV)","10200","2 jaar","542903","T001038","1010","2023JJ00","3593","  3762.5"
"PV29  ","Zeeland (PV)","12500","25 jaar","22846471","3000","1080","2023JJ00","7","     5.0"
"PV29  ","Zeeland (PV)","15000","50 jaar","8711839","T001038","1020","2023JJ00","3155","  2995.5"
"PV29  ","Zeeland (PV)","16800","68 jaar","11796375","T001038","1050","2023JJ00","455","   393.5"
"PV29  ","Zeeland (PV)","17600","76 jaar","49658207","4000","T001019","2023JJ00","2656","  2689.0"
"PV29  ","Zeeland (PV)","10200","2 jaar","37184479","4000","1020","2023JJ00","",""
"PV29  ","Zeeland (PV)","10600","6 jaar","1288615","T001038","1050","2023JJ00","",""
"PV29  ","Zeeland (PV)","12800","28 jaar","23253223","3000","1010","2023JJ00","1648","  1602.5"
"PV29  ","Zeeland (PV)","16400","64 jaar","11050663","T001038","1010","2023JJ00","540","   625.0"
"PV29  ","Zeeland (PV)","19000","90 jaar","52064823","4000","1010","2023JJ00","32","    27.0"
"PV29  ","Zeeland (PV)","13100","31 jaar","5423927","T001038","T001019","2023JJ00","4354","  4388.5"
"PV29  ","Zeeland (PV)","10300","3 jaar","19016223","3000","1010","2023JJ00","1877","  1835.5"
"PV29  ","Zeeland (PV)","16300","63 jaar","29252815","3000","1050","2023JJ00","66","    56.0"
"PV29  ","Zeeland (PV)","19600","96 jaar","16745191","T001038","1080","2023JJ00","3","    11.0"
"PV29  ","Zeeland (PV)","10600","6 jaar","37896295","4000","1050","2023JJ00","",""
"PV29  ","Zeeland (PV)","18000","80 jaar","32066183","3000","1010","2023JJ00","54","    66.5"
"PV29  ","Zeeland (PV)","10200","2 jaar","18812847","3000","T001019","2023JJ00","1823","  1888.0"
"PV29  ","Zeeland (PV)","15600","56 jaar","46268607","4000","T001019","2023JJ00","2899","  3021.0"
"PV29  ","Zeeland (PV)","18300","83 jaar","32540727","3000","T001019","2023JJ00","1065","  1102.5"
"PV29  ","Zeeland (PV)","18600","86 jaar","14847015","T001038","1050","2023JJ00","776","   848.0"
"PV29  ","Zeeland (PV)","15500","55 jaar","9559239","T001038","1020","2023JJ00","3748","  3652.5"
"PV29  ","Zeeland (PV)","14000","40 jaar","25354775","3000","1050","2023JJ00","4","     1.0"
"PV29  ","Zeeland (PV)","12600","26 jaar","22948159","3000","1020","2023JJ00","340","   273.5"
"PV29  ","Zeeland (PV)","19700","97 jaar","16779087","T001038","T001019","2023JJ00","149","   166.0"
"PV29  ","Zeeland (PV)","17500","75 jaar","31184887","3000","T001019","2023JJ00","2478","  2327.0"
"PV29  ","Zeeland (PV)","11500","15 jaar","2712247","T001038","T001019","2023JJ00","4151","  4329.5"
"PV29  ","Zeeland (PV)","13400","34 jaar","24337895","3000","1050","2023JJ00","0","     2.0"
"PV29  ","Zeeland (PV)","12000","20 jaar","3627439","T001038","1020","2023JJ00","43","    30.0"
"PV29  ","Zeeland (PV)","17700","77 jaar","13355591","T001038","1080","2023JJ00","366","   492.0"
"PV29  ","Zeeland (PV)","12300","23 jaar","40811351","4000","1080","2023JJ00","6","     7.0"
"PV29  ","Zeeland (PV)","15700","57 jaar","9932095","T001038","1050","2023JJ00","114","   130.0"
"PV29  ","Zeeland (PV)","19300","93 jaar","34337215","3000","1050","2023JJ00","72","    95.0"
"PV29  ","Zeeland (PV)","17700","77 jaar","13253903","T001038","1010","2023JJ00","126","   216.0"
"PV29  ","Zeeland (PV)","12900","29 jaar","41692647","4000","T001019","2023JJ00","2069","  2095.5"
"PV29  ","Zeeland (PV)","15300","53 jaar","9254175","T001038","1050","2023JJ00","79","    72.0"
"PV29  ","Zeeland (PV)","14900","49 jaar","8576255","T001038","1050","2023JJ00","43","    33.0"
"PV29  ","Zeeland (PV)","15500","55 jaar","9491447","T001038","T001019","2023JJ00","5960","  5921.0"
"PV29  ","Zeeland (PV)","11100","11 jaar","2169911","T001038","1080","2023JJ00","",""
"PV29  ","Zeeland (PV)","13700","37 jaar","24812439","3000","1020","2023JJ00","1098","  1121.0"
"PV29  ","Zeeland (PV)","14400","44 jaar","44370431","4000","1080","2023JJ00","283","   274.5"
"PV29  ","Zeeland (PV)","19700","97 jaar","53420663","4000","1010","2023JJ00","4","     4.0"
"PV29  ","Zeeland (PV)","14500","45 jaar","26202175","3000","1050","2023JJ00","2","     4.0"
"PV29  ","Zeeland (PV)","15000","50 jaar","8677943","T001038","1010","2023JJ00","1349","  1249.0"
"PV29  ","Zeeland (PV)","16000","60 jaar","10338847","T001038","T001019","2023JJ00","5594","  5991.0"
"PV29  ","Zeeland (PV)","14800","48 jaar","8372879","T001038","1020","2023JJ00","2659","  2565.5"
"PV29  ","Zeeland (PV)","12100","21 jaar","22134655","3000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","14700","47 jaar","44743287","4000","T001019","2023JJ00","2219","  2201.5"
"PV29  ","Zeeland (PV)","13200","32 jaar","42336671","4000","1080","2023JJ00","101","   104.0"
"PV29  ","Zeeland (PV)","19400","94 jaar","34405007","3000","T001019","2023JJ00","116","   114.0"
"PV29  ","Zeeland (PV)","14400","44 jaar","7762751","T001038","1080","2023JJ00","491","   472.5"
"PV29  ","Zeeland (PV)","19300","93 jaar","52641055","4000","1050","2023JJ00","285","   324.5"
"PV29  ","Zeeland (PV)","11400","14 jaar","20846607","3000","T001019","2023JJ00","2185","  2116.0"
"PV29  ","Zeeland (PV)","18400","84 jaar","32744103","3000","1010","2023JJ00","37","    45.5"
"PV29  ","Zeeland (PV)","13900","39 jaar","43455239","4000","1020","2023JJ00","1149","  1288.0"
"PV29  ","Zeeland (PV)","19700","97 jaar","53454559","4000","1020","2023JJ00","3","     2.5"
"PV29  ","Zeeland (PV)","13100","31 jaar","42133295","4000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","17600","76 jaar","31388263","3000","1010","2023JJ00","130","   125.0"
"PV29  ","Zeeland (PV)","19900","99 jaar","53725727","4000","T001019","2023JJ00","65","    76.0"
"PV29  ","Zeeland (PV)","18700","87 jaar","51522487","4000","T001019","2023JJ00","908","   933.0"
"PV29  ","Zeeland (PV)","22000","95 jaar of ouder","34710071","3000","1080","2023JJ00","6","    10.0"
"PV29  ","Zeeland (PV)","12500","25 jaar","22710887","3000","T001019","2023JJ00","2065","  2152.5"
"PV29  ","Zeeland (PV)","11600","16 jaar","2915623","T001038","1010","2023JJ00","4170","  4165.5"
"PV29  ","Zeeland (PV)","18200","82 jaar","14135199","T001038","1020","2023JJ00","1405","  1457.5"
"PV29  ","Zeeland (PV)","12800","28 jaar","41590959","4000","1020","2023JJ00","740","   665.0"
"PV29  ","Zeeland (PV)","16400","64 jaar","47760031","4000","1080","2023JJ00","441","   455.5"
"PV29  ","Zeeland (PV)","14600","46 jaar","44675495","4000","1050","2023JJ00","17","    13.0"
"PV29  ","Zeeland (PV)","19700","97 jaar","16846879","T001038","1020","2023JJ00","16","    12.5"
"PV29  ","Zeeland (PV)","12700","27 jaar","4779903","T001038","1010","2023JJ00","2904","  3165.0"
"PV29  ","Zeeland (PV)","13100","31 jaar","42065503","4000","1010","2023JJ00","1019","  1101.5"
"PV29  ","Zeeland (PV)","14400","44 jaar","44336535","4000","1050","2023JJ00","12","    12.0"
"PV29  ","Zeeland (PV)","16200","62 jaar","47421071","4000","1080","2023JJ00","466","   482.5"
"PV29  ","Zeeland (PV)","22300","105 jaar of ouder","36438767","3000","T001019","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","15800","58 jaar","28303727","3000","T001019","2023JJ00","2949","  2999.0"
"PV29  ","Zeeland (PV)","12000","20 jaar","21931279","3000","1020","2023JJ00","9","     3.5"
"PV29  ","Zeeland (PV)","19800","98 jaar","53590143","4000","1010","2023JJ00","8","     4.5"
"PV29  ","Zeeland (PV)","13300","33 jaar","24202311","3000","1080","2023JJ00","81","    76.0"
"PV29  ","Zeeland (PV)","10700","7 jaar","38065775","4000","1050","2023JJ00","",""
"PV29  ","Zeeland (PV)","19000","90 jaar","52030927","4000","T001019","2023JJ00","655","   652.5"
"PV29  ","Zeeland (PV)","13100","31 jaar","23863351","3000","1080","2023JJ00","52","    41.5"
"PV29  ","Zeeland (PV)","19000","90 jaar","15558831","T001038","1080","2023JJ00","50","    45.5"
"PV29  ","Zeeland (PV)","11900","19 jaar","40031743","4000","1010","2023JJ00","2143","  2130.0"
"PV29  ","Zeeland (PV)","17400","74 jaar","31117095","3000","1050","2023JJ00","186","   203.0"
"PV29  ","Zeeland (PV)","13900","39 jaar","43387447","4000","T001019","2023JJ00","2026","  2172.5"
"PV29  ","Zeeland (PV)","12600","26 jaar","22880367","3000","T001019","2023JJ00","2143","  2086.0"
"PV29  ","Zeeland (PV)","14100","41 jaar","7118727","T001038","T001019","2023JJ00","4259","  4519.0"
"PV29  ","Zeeland (PV)","19905","104 jaar","54640919","4000","1020","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","10800","8 jaar","1661471","T001038","1080","2023JJ00","",""
"PV29  ","Zeeland (PV)","18300","83 jaar","50912359","4000","1020","2023JJ00","523","   561.5"
"PV29  ","Zeeland (PV)","12600","26 jaar","4712111","T001038","1080","2023JJ00","38","    31.0"
"PV29  ","Zeeland (PV)","12200","22 jaar","4000295","T001038","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","19904","103 jaar","54471439","4000","1020","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","15600","56 jaar","9660927","T001038","T001019","2023JJ00","5783","  5962.5"
"PV29  ","Zeeland (PV)","17300","73 jaar","12609879","T001038","1020","2023JJ00","3296","  3214.5"
"PV29  ","Zeeland (PV)","11500","15 jaar","21117775","3000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","11500","15 jaar","21083879","3000","1020","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","18900","89 jaar","51895343","4000","1010","2023JJ00","29","    28.5"
"PV29  ","Zeeland (PV)","16400","64 jaar","47624447","4000","T001019","2023JJ00","2697","  2763.5"
"PV29  ","Zeeland (PV)","14500","45 jaar","44506015","4000","1050","2023JJ00","12","    11.5"
"PV29  ","Zeeland (PV)","10200","2 jaar","37218375","4000","1050","2023JJ00","",""
"PV29  ","Zeeland (PV)","13100","31 jaar","42031607","4000","T001019","2023JJ00","2134","  2201.0"
"PV29  ","Zeeland (PV)","18600","86 jaar","33116959","3000","1020","2023JJ00","477","   501.0"
"PV29  ","Zeeland (PV)","17900","79 jaar","50268335","4000","1050","2023JJ00","684","   710.0"
"PV29  ","Zeeland (PV)","13900","39 jaar","43489135","4000","1050","2023JJ00","9","     6.0"
"PV29  ","Zeeland (PV)","19903","102 jaar","17694279","T001038","1020","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","19800","98 jaar","17016359","T001038","1020","2023JJ00","5","    12.0"
"PV29  ","Zeeland (PV)","17100","71 jaar","12203127","T001038","T001019","2023JJ00","4706","  4826.5"
"PV29  ","Zeeland (PV)","19900","99 jaar","35557471","3000","1080","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","19901","100 jaar","17355319","T001038","1020","2023JJ00","2","     3.0"
"PV29  ","Zeeland (PV)","19903","102 jaar","35964223","3000","1010","2023JJ00","1","     1.0"
"PV29  ","Zeeland (PV)","19903","102 jaar","54234167","4000","T001019","2023JJ00","14","    12.5"
"PV29  ","Zeeland (PV)","12500","25 jaar","22812575","3000","1050","2023JJ00","0","     0.0"
"PV29  ","Zeeland (PV)","19200","92 jaar","52471575","4000","1050","2023JJ00","357","   417.0"
"PV29  ","Zeeland (PV)","19904","103 jaar","17829863","T001038","1010","2023JJ00","0","     0.5"
"PV29  ","Zeeland (PV)","16700","67 jaar","48234575","4000","1050","2023JJ00","285","   257.5"
"PV29  ","Zeeland (PV)","14400","44 jaar","7627167","T001038","T001019","2023JJ00","4347","  4322.0"
